Time	LH_Ext_HC	LH_FLX_HC	
1.5384	-0.04152338	-0.05887247	
1.5386	-0.04154374	-0.05885733	
1.5388	-0.04156435	-0.05884199	
1.539	-0.04158522	-0.05882645	
1.5392	-0.04160636	-0.05881071	
1.5394	-0.04162775	-0.05879476	
1.5396	-0.04164942	-0.0587786	
1.5398	-0.04167136	-0.05876222	
1.54	-0.04169357	-0.05874563	
1.5402	-0.04171607	-0.05872882	
1.5404	-0.04173884	-0.05871178	
1.5406	-0.0417619	-0.05869452	
1.5408	-0.04178524	-0.05867703	
1.541	-0.04180888	-0.05865931	
1.5412	-0.04183282	-0.05864135	
1.5414	-0.04185706	-0.05862316	
1.5416	-0.0418816	-0.05860472	
1.5418	-0.04190645	-0.05858603	
1.542	-0.0419316	-0.0585671	
1.5422	-0.04195707	-0.05854792	
1.5424	-0.04198287	-0.05852848	
1.5426	-0.04200898	-0.05850878	
1.5428	-0.04203542	-0.05848882	
1.543	-0.04206219	-0.05846859	
1.5432	-0.04208929	-0.05844808	
1.5434	-0.04211674	-0.05842731	
1.5436	-0.04214453	-0.05840626	
1.5438	-0.04217266	-0.05838492	
1.544	-0.04220115	-0.0583633	
1.5442	-0.04222999	-0.05834139	
1.5444	-0.04225919	-0.05831918	
1.5446	-0.04228876	-0.05829667	
1.5448	-0.04231869	-0.05827386	
1.545	-0.042349	-0.05825075	
1.5452	-0.04237969	-0.05822732	
1.5454	-0.04241076	-0.05820357	
1.5456	-0.04244222	-0.05817951	
1.5458	-0.04247408	-0.05815512	
1.546	-0.04250633	-0.05813039	
1.5462	-0.04253898	-0.05810534	
1.5464	-0.04257204	-0.05807994	
1.5466	-0.04260551	-0.0580542	
1.5468	-0.0426394	-0.05802811	
1.547	-0.04267371	-0.05800166	
1.5472	-0.04270845	-0.05797486	
1.5474	-0.04274362	-0.05794768	
1.5476	-0.04277923	-0.05792014	
1.5478	-0.04281529	-0.05789222	
1.548	-0.04285179	-0.05786392	
1.5482	-0.04288875	-0.05783523	
1.5484	-0.04292617	-0.05780615	
1.5486	-0.04296405	-0.05777666	
1.5488	-0.04300241	-0.05774678	
1.549	-0.04304124	-0.05771648	
1.5492	-0.04308056	-0.05768576	
1.5494	-0.04312037	-0.05765462	
1.5496	-0.04316067	-0.05762305	
1.5498	-0.04320148	-0.05759105	
1.55	-0.04324279	-0.0575586	
1.5502	-0.04328462	-0.0575257	
1.5504	-0.04332696	-0.05749235	
1.5506	-0.04336984	-0.05745853	
1.5508	-0.04341324	-0.05742424	
1.551	-0.04345719	-0.05738948	
1.5512	-0.04350168	-0.05735422	
1.5514	-0.04354673	-0.05731848	
1.5516	-0.04359233	-0.05728224	
1.5518	-0.0436385	-0.05724549	
1.552	-0.04368525	-0.05720822	
1.5522	-0.04373257	-0.05717043	
1.5524	-0.04378049	-0.05713211	
1.5526	-0.04382899	-0.05709325	
1.5528	-0.0438781	-0.05705384	
1.553	-0.04392783	-0.05701388	
1.5532	-0.04397816	-0.05697335	
1.5534	-0.04402912	-0.05693224	
1.5536	-0.04408072	-0.05689055	
1.5538	-0.04413295	-0.05684828	
1.554	-0.04418583	-0.05680539	
1.5542	-0.04423936	-0.0567619	
1.5544	-0.04429356	-0.05671779	
1.5546	-0.04434843	-0.05667304	
1.5548	-0.04440398	-0.05662766	
1.555	-0.04446022	-0.05658162	
1.5552	-0.04451715	-0.05653492	
1.5554	-0.04457479	-0.05648755	
1.5556	-0.04463314	-0.0564395	
1.5558	-0.04469221	-0.05639075	
1.556	-0.04475202	-0.0563413	
1.5562	-0.04481256	-0.05629113	
1.5564	-0.04487385	-0.05624023	
1.5566	-0.04493589	-0.0561886	
1.5568	-0.04499871	-0.05613621	
1.557	-0.0450623	-0.05608305	
1.5572	-0.04512667	-0.05602912	
1.5574	-0.04519183	-0.0559744	
1.5576	-0.0452578	-0.05591888	
1.5578	-0.04532459	-0.05586253	
1.558	-0.04539219	-0.05580537	
1.5582	-0.04546063	-0.05574735	
1.5584	-0.04552991	-0.05568848	
1.5586	-0.04560004	-0.05562874	
1.5588	-0.04567103	-0.0555681	
1.559	-0.0457429	-0.05550657	
1.5592	-0.04581565	-0.05544412	
1.5594	-0.04588929	-0.05538074	
1.5596	-0.04596384	-0.0553164	
1.5598	-0.0460393	-0.05525111	
1.56	-0.04611569	-0.05518483	
1.5602	-0.04619301	-0.05511755	
1.5604	-0.04627128	-0.05504926	
1.5606	-0.0463505	-0.05497993	
1.5608	-0.0464307	-0.05490956	
1.561	-0.04651187	-0.05483811	
1.5612	-0.04659404	-0.05476558	
1.5614	-0.04667721	-0.05469194	
1.5616	-0.04676139	-0.05461717	
1.5618	-0.0468466	-0.05454126	
1.562	-0.04693285	-0.05446419	
1.5622	-0.04702014	-0.05438592	
1.5624	-0.0471085	-0.05430645	
1.5626	-0.04719793	-0.05422575	
1.5628	-0.04728846	-0.0541438	
1.563	-0.04738007	-0.05406057	
1.5632	-0.04747279	-0.05397605	
1.5634	-0.04756664	-0.0538902	
1.5636	-0.04766163	-0.05380302	
1.5638	-0.04775776	-0.05371446	
1.564	-0.04785505	-0.05362451	
1.5642	-0.04795352	-0.05353314	
1.5644	-0.04805317	-0.05344033	
1.5646	-0.04815402	-0.05334605	
1.5648	-0.04825608	-0.05325027	
1.565	-0.04835937	-0.05315296	
1.5652	-0.0484639	-0.0530541	
1.5654	-0.04856967	-0.05295366	
1.5656	-0.04867672	-0.0528516	
1.5658	-0.04878504	-0.0527479	
1.566	-0.04889465	-0.05264252	
1.5662	-0.04900558	-0.05253544	
1.5664	-0.04911781	-0.05242663	
1.5666	-0.04923139	-0.05231604	
1.5668	-0.04934631	-0.05220365	
1.567	-0.04946259	-0.05208942	
1.5672	-0.04958025	-0.05197331	
1.5674	-0.04969929	-0.0518553	
1.5676	-0.04981974	-0.05173533	
1.5678	-0.0499416	-0.05161339	
1.568	-0.0500649	-0.05148942	
1.5682	-0.05018964	-0.05136339	
1.5684	-0.05031584	-0.05123526	
1.5686	-0.05044351	-0.05110498	
1.5688	-0.05057267	-0.05097252	
1.569	-0.05070334	-0.05083783	
1.5692	-0.05083551	-0.05070087	
1.5694	-0.05096922	-0.05056158	
1.5696	-0.05110447	-0.05041994	
1.5698	-0.05124129	-0.05027588	
1.57	-0.05137967	-0.05012937	
1.5702	-0.05151964	-0.04998035	
1.5704	-0.05166121	-0.04982877	
1.5706	-0.05180439	-0.04967458	
1.5708	-0.0519492	-0.04951773	
1.571	-0.05209566	-0.04935816	
1.5712	-0.05224377	-0.04919582	
1.5714	-0.05239355	-0.04903065	
1.5716	-0.05254502	-0.0488626	
1.5718	-0.05269818	-0.0486916	
1.572	-0.05285305	-0.0485176	
1.5722	-0.05300965	-0.04834053	
1.5724	-0.05316798	-0.04816033	
1.5726	-0.05332806	-0.04797694	
1.5728	-0.05348991	-0.04779029	
1.573	-0.05365353	-0.0476003	
1.5732	-0.05381893	-0.04740693	
1.5734	-0.05398614	-0.04721009	
1.5736	-0.05415516	-0.04700971	
1.5738	-0.054326	-0.04680571	
1.574	-0.05449867	-0.04659803	
1.5742	-0.05467319	-0.04638659	
1.5744	-0.05484957	-0.0461713	
1.5746	-0.05502781	-0.04595209	
1.5748	-0.05520793	-0.04572888	
1.575	-0.05538993	-0.04550157	
1.5752	-0.05557383	-0.0452701	
1.5754	-0.05575964	-0.04503436	
1.5756	-0.05594736	-0.04479427	
1.5758	-0.05613699	-0.04454974	
1.576	-0.05632856	-0.04430069	
1.5762	-0.05652206	-0.044047	
1.5764	-0.0567175	-0.04378859	
1.5766	-0.05691489	-0.04352536	
1.5768	-0.05711423	-0.04325721	
1.577	-0.05731553	-0.04298404	
1.5772	-0.05751878	-0.04270574	
1.5774	-0.05772401	-0.04242222	
1.5776	-0.05793119	-0.04213335	
1.5778	-0.05814034	-0.04183905	
1.578	-0.05835146	-0.04153919	
1.5782	-0.05856454	-0.04123367	
1.5784	-0.05877959	-0.04092237	
1.5786	-0.0589966	-0.04060517	
1.5788	-0.05921558	-0.04028197	
1.579	-0.0594365	-0.03995265	
1.5792	-0.0596578	-0.03961708	
1.5794	-0.05987006	-0.03927524	
1.5796	-0.06007383	-0.03892754	
1.5798	-0.06026952	-0.03857809	
1.58	-0.06045748	-0.0382333	
1.5802	-0.06063801	-0.03789274	
1.5804	-0.06081139	-0.03755618	
1.5806	-0.06097788	-0.03722347	
1.5808	-0.06113773	-0.03689452	
1.581	-0.06129118	-0.03656928	
1.5812	-0.06143847	-0.03624771	
1.5814	-0.06157982	-0.03592978	
1.5816	-0.06171543	-0.0356155	
1.5818	-0.06184553	-0.03530484	
1.582	-0.0619703	-0.03499779	
1.5822	-0.06208996	-0.03469438	
1.5824	-0.06220469	-0.03439458	
1.5826	-0.06231466	-0.0340984	
1.5828	-0.06242006	-0.03380585	
1.583	-0.06252106	-0.03351692	
1.5832	-0.06261782	-0.03323163	
1.5834	-0.06271049	-0.03294997	
1.5836	-0.06279925	-0.03267196	
1.5838	-0.06288423	-0.03239759	
1.584	-0.06296556	-0.03212688	
1.5842	-0.0630434	-0.03185983	
1.5844	-0.06311788	-0.03159644	
1.5846	-0.06318911	-0.03133672	
1.5848	-0.06325724	-0.03108068	
1.585	-0.06332237	-0.03082832	
1.5852	-0.06338462	-0.03057965	
1.5854	-0.0634441	-0.03033467	
1.5856	-0.06350092	-0.03009339	
1.5858	-0.06355518	-0.0298558	
1.586	-0.06360698	-0.02962193	
1.5862	-0.0636564	-0.02939175	
1.5864	-0.06370356	-0.02916529	
1.5866	-0.06374853	-0.02894253	
1.5868	-0.06379139	-0.02872348	
1.587	-0.06383224	-0.02850814	
1.5872	-0.06387115	-0.0282965	
1.5874	-0.06390818	-0.02808858	
1.5876	-0.06394343	-0.02788435	
1.5878	-0.06397695	-0.02768381	
1.588	-0.06400882	-0.02748697	
1.5882	-0.0640391	-0.02729382	
1.5884	-0.06406784	-0.02710434	
1.5886	-0.06409512	-0.02691852	
1.5888	-0.06412099	-0.02673637	
1.589	-0.0641455	-0.02655787	
1.5892	-0.06416871	-0.026383	
1.5894	-0.06419066	-0.02621176	
1.5896	-0.06421141	-0.02604412	
1.5898	-0.06423102	-0.02588007	
1.59	-0.0642495	-0.02571961	
1.5902	-0.06426693	-0.0255627	
1.5904	-0.06428333	-0.02540934	
1.5906	-0.06429875	-0.02525949	
1.5908	-0.06431323	-0.02511315	
1.591	-0.06432679	-0.02497029	
1.5912	-0.06433949	-0.02483088	
1.5914	-0.06435135	-0.02469491	
1.5916	-0.06436241	-0.02456235	
1.5918	-0.06437269	-0.02443316	
1.592	-0.06438224	-0.02430734	
1.5922	-0.06439107	-0.02418484	
1.5924	-0.06439922	-0.02406565	
1.5926	-0.06440672	-0.02394972	
1.5928	-0.06441358	-0.02383704	
1.593	-0.06441985	-0.02372757	
1.5932	-0.06442553	-0.02362129	
1.5934	-0.06443065	-0.02351815	
1.5936	-0.06443524	-0.02341812	
1.5938	-0.06443932	-0.02332118	
1.594	-0.0644429	-0.02322729	
1.5942	-0.06444602	-0.02313642	
1.5944	-0.06444867	-0.02304852	
1.5946	-0.06445089	-0.02296358	
1.5948	-0.06445269	-0.02288154	
1.595	-0.06445409	-0.02280237	
1.5952	-0.06445511	-0.02272605	
1.5954	-0.06445576	-0.02265252	
1.5956	-0.06445605	-0.02258176	
1.5958	-0.06445599	-0.02251373	
1.596	-0.06445561	-0.02244839	
1.5962	-0.06445493	-0.0223857	
1.5964	-0.06445394	-0.02232562	
1.5966	-0.06445266	-0.02226812	
1.5968	-0.0644511	-0.02221316	
1.597	-0.06444927	-0.02216071	
1.5972	-0.06444719	-0.02211071	
1.5974	-0.06444488	-0.02206315	
1.5976	-0.06444232	-0.02201797	
1.5978	-0.06443954	-0.02197514	
1.598	-0.06443654	-0.02193462	
1.5982	-0.06443334	-0.02189637	
1.5984	-0.06442994	-0.02186037	
1.5986	-0.06442635	-0.02182656	
1.5988	-0.06442258	-0.02179492	
1.599	-0.06441863	-0.0217654	
1.5992	-0.06441452	-0.02173797	
1.5994	-0.06441024	-0.02171259	
1.5996	-0.06440581	-0.02168923	
1.5998	-0.06440123	-0.02166785	
1.6	-0.06439652	-0.02164841	
1.6002	-0.06439167	-0.02163088	
1.6004	-0.06438669	-0.02161523	
1.6006	-0.06438158	-0.02160141	
1.6008	-0.06437636	-0.0215894	
1.601	-0.06437103	-0.02157915	
1.6012	-0.06436558	-0.02157065	
1.6014	-0.06436003	-0.02156384	
1.6016	-0.06435438	-0.0215587	
1.6018	-0.06434865	-0.0215552	
1.602	-0.06434281	-0.02155331	
1.6022	-0.06433689	-0.02155298	
1.6024	-0.06433088	-0.0215542	
1.6026	-0.0643248	-0.02155692	
1.6028	-0.06431865	-0.02156113	
1.603	-0.06431241	-0.02156677	
1.6032	-0.06430612	-0.02157384	
1.6034	-0.06429975	-0.0215823	
1.6036	-0.06429332	-0.02159212	
1.6038	-0.06428684	-0.02160326	
1.604	-0.06428029	-0.02161571	
1.6042	-0.06427369	-0.02162943	
1.6044	-0.06426703	-0.0216444	
1.6046	-0.06426033	-0.02166059	
1.6048	-0.06425358	-0.02167797	
1.605	-0.06424679	-0.02169651	
1.6052	-0.06423995	-0.0217162	
1.6054	-0.06423307	-0.021737	
1.6056	-0.06422616	-0.02175889	
1.6058	-0.06421921	-0.02178185	
1.606	-0.06421222	-0.02180584	
1.6062	-0.0642052	-0.02183085	
1.6064	-0.06419814	-0.02185686	
1.6066	-0.06419107	-0.02188384	
1.6068	-0.06418396	-0.02191177	
1.607	-0.06417682	-0.02194062	
1.6072	-0.06416966	-0.02197037	
1.6074	-0.06416248	-0.02200101	
1.6076	-0.06415527	-0.0220325	
1.6078	-0.06414805	-0.02206484	
1.608	-0.0641408	-0.022098	
1.6082	-0.06413354	-0.02213196	
1.6084	-0.06412625	-0.02216669	
1.6086	-0.06411896	-0.02220219	
1.6088	-0.06411164	-0.02223843	
1.609	-0.06410432	-0.02227539	
1.6092	-0.06409698	-0.02231306	
1.6094	-0.06408963	-0.02235141	
1.6096	-0.06408226	-0.02239044	
1.6098	-0.0640749	-0.02243011	
1.61	-0.06406751	-0.02247042	
1.6102	-0.06406012	-0.02251135	
1.6104	-0.06405272	-0.02255288	
1.6106	-0.06404532	-0.022595	
1.6108	-0.0640379	-0.02263769	
1.611	-0.06403049	-0.02268093	
1.6112	-0.06402307	-0.02272471	
1.6114	-0.06401564	-0.02276902	
1.6116	-0.06400821	-0.02281384	
1.6118	-0.06400078	-0.02285915	
1.612	-0.06399334	-0.02290494	
1.6122	-0.06398591	-0.02295121	
1.6124	-0.06397846	-0.02299793	
1.6126	-0.06397103	-0.02304509	
1.6128	-0.06396358	-0.02309267	
1.613	-0.06395615	-0.02314068	
1.6132	-0.06394871	-0.02318908	
1.6134	-0.06394127	-0.02323788	
1.6136	-0.06393383	-0.02328706	
1.6138	-0.06392639	-0.02333661	
1.614	-0.06391896	-0.02338651	
1.6142	-0.06391153	-0.02343675	
1.6144	-0.0639041	-0.02348733	
1.6146	-0.06389668	-0.02353823	
1.6148	-0.06388925	-0.02358945	
1.615	-0.06388184	-0.02364096	
1.6152	-0.06387442	-0.02369277	
1.6154	-0.06386701	-0.02374486	
1.6156	-0.0638596	-0.02379722	
1.6158	-0.06385221	-0.02384984	
1.616	-0.06384481	-0.02390271	
1.6162	-0.06383742	-0.02395583	
1.6164	-0.06383004	-0.02400918	
1.6166	-0.06382266	-0.02406275	
1.6168	-0.06381529	-0.02411654	
1.617	-0.06380793	-0.02417054	
1.6172	-0.06380057	-0.02422474	
1.6174	-0.06379321	-0.02427913	
1.6176	-0.06378587	-0.0243337	
1.6178	-0.06377853	-0.02438845	
1.618	-0.0637712	-0.02444336	
1.6182	-0.06376388	-0.02449843	
1.6184	-0.06375656	-0.02455366	
1.6186	-0.06374925	-0.02460903	
1.6188	-0.06374195	-0.02466453	
1.619	-0.06373466	-0.02472017	
1.6192	-0.06372738	-0.02477593	
1.6194	-0.0637201	-0.02483181	
1.6196	-0.06371284	-0.0248878	
1.6198	-0.06370557	-0.02494389	
1.62	-0.06369832	-0.02500008	
1.6202	-0.06369108	-0.02505636	
1.6204	-0.06368385	-0.02511272	
1.6206	-0.06367663	-0.02516916	
1.6208	-0.06366941	-0.02522568	
1.621	-0.0636622	-0.02528226	
1.6212	-0.063655	-0.02533891	
1.6214	-0.06364782	-0.02539561	
1.6216	-0.06364064	-0.02545236	
1.6218	-0.06363347	-0.02550915	
1.622	-0.06362631	-0.02556599	
1.6222	-0.06361916	-0.02562286	
1.6224	-0.06361202	-0.02567976	
1.6226	-0.06360489	-0.02573668	
1.6228	-0.06359777	-0.02579363	
1.623	-0.06359066	-0.02585059	
1.6232	-0.06358356	-0.02590756	
1.6234	-0.06357647	-0.02596453	
1.6236	-0.06356939	-0.02602151	
1.6238	-0.06356232	-0.02607848	
1.624	-0.06355526	-0.02613545	
1.6242	-0.06354821	-0.0261924	
1.6244	-0.06354117	-0.02624934	
1.6246	-0.06353413	-0.02630626	
1.6248	-0.06352711	-0.02636315	
1.625	-0.0635201	-0.02642002	
1.6252	-0.0635131	-0.02647686	
1.6254	-0.06350611	-0.02653366	
1.6256	-0.06349914	-0.02659042	
1.6258	-0.06349216	-0.02664714	
1.626	-0.06348521	-0.02670381	
1.6262	-0.06347826	-0.02676043	
1.6264	-0.06347132	-0.026817	
1.6266	-0.0634644	-0.02687352	
1.6268	-0.06345748	-0.02692997	
1.627	-0.06345057	-0.02698636	
1.6272	-0.06344368	-0.02704269	
1.6274	-0.06343679	-0.02709894	
1.6276	-0.06342992	-0.02715513	
1.6278	-0.06342305	-0.02721124	
1.628	-0.06341621	-0.02726727	
1.6282	-0.06340936	-0.02732322	
1.6284	-0.06340253	-0.02737909	
1.6286	-0.06339571	-0.02743487	
1.6288	-0.0633889	-0.02749056	
1.629	-0.0633821	-0.02754616	
1.6292	-0.06337531	-0.02760167	
1.6294	-0.06336853	-0.02765708	
1.6296	-0.06336176	-0.02771239	
1.6298	-0.06335501	-0.0277676	
1.63	-0.06334826	-0.0278227	
1.6302	-0.06334152	-0.0278777	
1.6304	-0.0633348	-0.0279326	
1.6306	-0.06332809	-0.02798738	
1.6308	-0.06332138	-0.02804205	
1.631	-0.06331469	-0.0280966	
1.6312	-0.06330801	-0.02815104	
1.6314	-0.06330134	-0.02820536	
1.6316	-0.06329468	-0.02825955	
1.6318	-0.06328803	-0.02831363	
1.632	-0.06328139	-0.02836758	
1.6322	-0.06327476	-0.0284214	
1.6324	-0.06326814	-0.0284751	
1.6326	-0.06326154	-0.02852866	
1.6328	-0.06325494	-0.0285821	
1.633	-0.06324835	-0.0286354	
1.6332	-0.06324178	-0.02868856	
1.6334	-0.06323522	-0.02874159	
1.6336	-0.06322867	-0.02879448	
1.6338	-0.06322213	-0.02884723	
1.634	-0.06321559	-0.02889984	
1.6342	-0.06320907	-0.02895231	
1.6344	-0.06320256	-0.02900463	
1.6346	-0.06319606	-0.02905681	
1.6348	-0.06318957	-0.02910884	
1.635	-0.06318309	-0.02916072	
1.6352	-0.06317662	-0.02921245	
1.6354	-0.06317017	-0.02926403	
1.6356	-0.06316373	-0.02931546	
1.6358	-0.06315729	-0.02936673	
1.636	-0.06315087	-0.02941785	
1.6362	-0.06314445	-0.02946882	
1.6364	-0.06313805	-0.02951963	
1.6366	-0.06313165	-0.02957028	
1.6368	-0.06312528	-0.02962077	
1.637	-0.0631189	-0.0296711	
1.6372	-0.06311254	-0.02972127	
1.6374	-0.06310619	-0.02977128	
1.6376	-0.06309985	-0.02982113	
1.6378	-0.06309353	-0.02987081	
1.638	-0.06308721	-0.02992033	
1.6382	-0.0630809	-0.02996969	
1.6384	-0.0630746	-0.03001887	
1.6386	-0.06306832	-0.03006789	
1.6388	-0.06306204	-0.03011675	
1.639	-0.06305578	-0.03016543	
1.6392	-0.06304952	-0.03021395	
1.6394	-0.06304327	-0.03026229	
1.6396	-0.06303705	-0.03031047	
1.6398	-0.06303082	-0.03035847	
1.64	-0.06302461	-0.0304063	
1.6402	-0.0630184	-0.03045396	
1.6404	-0.06301221	-0.03050145	
1.6406	-0.06300604	-0.03054876	
1.6408	-0.06299986	-0.0305959	
1.641	-0.06299371	-0.03064287	
1.6412	-0.06298755	-0.03068965	
1.6414	-0.06298141	-0.03073627	
1.6416	-0.06297529	-0.03078271	
1.6418	-0.06296917	-0.03082897	
1.642	-0.06296306	-0.03087505	
1.6422	-0.06295696	-0.03092096	
1.6424	-0.06295087	-0.03096669	
1.6426	-0.0629448	-0.03101224	
1.6428	-0.06293873	-0.03105761	
1.643	-0.06293268	-0.03110281	
1.6432	-0.06292663	-0.03114782	
1.6434	-0.06292059	-0.03119266	
1.6436	-0.06291457	-0.03123732	
1.6438	-0.06290855	-0.0312818	
1.644	-0.06290255	-0.03132609	
1.6442	-0.06289656	-0.03137021	
1.6444	-0.06289057	-0.03141415	
1.6446	-0.0628846	-0.0314579	
1.6448	-0.06287864	-0.03150148	
1.645	-0.06287269	-0.03154488	
1.6452	-0.06286674	-0.03158809	
1.6454	-0.06286081	-0.03163112	
1.6456	-0.06285489	-0.03167398	
1.6458	-0.06284898	-0.03171665	
1.646	-0.06284308	-0.03175914	
1.6462	-0.06283718	-0.03180145	
1.6464	-0.0628313	-0.03184357	
1.6466	-0.06282543	-0.03188552	
1.6468	-0.06281957	-0.03192729	
1.647	-0.06281371	-0.03196887	
1.6472	-0.06280788	-0.03201027	
1.6474	-0.06280205	-0.03205149	
1.6476	-0.06279623	-0.03209253	
1.6478	-0.06279042	-0.03213339	
1.648	-0.06278461	-0.03217407	
1.6482	-0.06277882	-0.03221457	
1.6484	-0.06277304	-0.03225489	
1.6486	-0.06276727	-0.03229502	
1.6488	-0.06276152	-0.03233498	
1.649	-0.06275576	-0.03237475	
1.6492	-0.06275003	-0.03241435	
1.6494	-0.06274429	-0.03245376	
1.6496	-0.06273858	-0.032493	
1.6498	-0.06273286	-0.03253205	
1.65	-0.06272716	-0.03257093	
1.6502	-0.06272147	-0.03260962	
1.6504	-0.06271579	-0.03264814	
1.6506	-0.06271012	-0.03268648	
1.6508	-0.06270446	-0.03272464	
1.651	-0.06269881	-0.03276262	
1.6512	-0.06269317	-0.03280042	
1.6514	-0.06268754	-0.03283805	
1.6516	-0.06268192	-0.0328755	
1.6518	-0.0626763	-0.03291277	
1.652	-0.06267071	-0.03294986	
1.6522	-0.06266511	-0.03298678	
1.6524	-0.06265953	-0.03302352	
1.6526	-0.06265396	-0.03306009	
1.6528	-0.0626484	-0.03309647	
1.653	-0.06264285	-0.03313269	
1.6532	-0.06263731	-0.03316873	
1.6534	-0.06263177	-0.03320459	
1.6536	-0.06262625	-0.03324028	
1.6538	-0.06262074	-0.03327579	
1.654	-0.06261523	-0.03331114	
1.6542	-0.06260974	-0.03334631	
1.6544	-0.06260426	-0.0333813	
1.6546	-0.06259878	-0.03341613	
1.6548	-0.06259331	-0.03345078	
1.655	-0.06258786	-0.03348526	
1.6552	-0.06258241	-0.03351957	
1.6554	-0.06257698	-0.03355371	
1.6556	-0.06257156	-0.03358768	
1.6558	-0.06256614	-0.03362148	
1.656	-0.06256073	-0.03365511	
1.6562	-0.06255534	-0.03368857	
1.6564	-0.06254994	-0.03372186	
1.6566	-0.06254457	-0.03375499	
1.6568	-0.0625392	-0.03378795	
1.657	-0.06253384	-0.03382074	
1.6572	-0.06252849	-0.03385336	
1.6574	-0.06252315	-0.03388582	
1.6576	-0.06251782	-0.03391811	
1.6578	-0.06251249	-0.03395024	
1.658	-0.06250718	-0.03398221	
1.6582	-0.06250188	-0.03401401	
1.6584	-0.06249659	-0.03404564	
1.6586	-0.06249131	-0.03407712	
1.6588	-0.06248603	-0.03410843	
1.659	-0.06248077	-0.03413957	
1.6592	-0.06247551	-0.03417056	
1.6594	-0.06247027	-0.03420139	
1.6596	-0.06246503	-0.03423206	
1.6598	-0.06245981	-0.03426256	
1.66	-0.06245459	-0.03429291	
1.6602	-0.06244938	-0.0343231	
1.6604	-0.06244418	-0.03435313	
1.6606	-0.06243899	-0.03438301	
1.6608	-0.06243381	-0.03441272	
1.661	-0.06242864	-0.03444228	
1.6612	-0.06242348	-0.03447169	
1.6614	-0.06241833	-0.03450094	
1.6616	-0.06241319	-0.03453003	
1.6618	-0.06240805	-0.03455897	
1.662	-0.06240293	-0.03458776	
1.6622	-0.06239781	-0.0346164	
1.6624	-0.0623927	-0.03464488	
1.6626	-0.06238761	-0.03467321	
1.6628	-0.06238252	-0.03470139	
1.663	-0.06237744	-0.03472942	
1.6632	-0.06237237	-0.0347573	
1.6634	-0.06236731	-0.03478502	
1.6636	-0.06236226	-0.03481261	
1.6638	-0.06235722	-0.03484004	
1.664	-0.06235219	-0.03486732	
1.6642	-0.06234716	-0.03489446	
1.6644	-0.06234215	-0.03492146	
1.6646	-0.06233714	-0.0349483	
1.6648	-0.06233215	-0.034975	
1.665	-0.06232716	-0.03500156	
1.6652	-0.06232218	-0.03502797	
1.6654	-0.06231721	-0.03505424	
1.6656	-0.06231225	-0.03508037	
1.6658	-0.0623073	-0.03510635	
1.666	-0.06230236	-0.0351322	
1.6662	-0.06229742	-0.0351579	
1.6664	-0.0622925	-0.03518346	
1.6666	-0.06228758	-0.03520888	
1.6668	-0.06228268	-0.03523416	
1.667	-0.06227778	-0.03525931	
1.6672	-0.06227289	-0.03528432	
1.6674	-0.06226801	-0.03530919	
1.6676	-0.06226314	-0.03533392	
1.6678	-0.06225828	-0.03535852	
1.668	-0.06225343	-0.03538299	
1.6682	-0.06224858	-0.03540731	
1.6684	-0.06224374	-0.03543151	
1.6686	-0.06223892	-0.03545557	
1.6688	-0.0622341	-0.0354795	
1.669	-0.06222929	-0.03550329	
1.6692	-0.06222449	-0.03552696	
1.6694	-0.0622197	-0.03555049	
1.6696	-0.06221492	-0.03557389	
1.6698	-0.06221015	-0.03559717	
1.67	-0.06220538	-0.03562031	
1.6702	-0.06220062	-0.03564333	
1.6704	-0.06219587	-0.03566622	
1.6706	-0.06219114	-0.03568898	
1.6708	-0.06218641	-0.03571161	
1.671	-0.06218169	-0.03573412	
1.6712	-0.06217697	-0.03575651	
1.6714	-0.06217227	-0.03577876	
1.6716	-0.06216757	-0.0358009	
1.6718	-0.06216289	-0.03582291	
1.672	-0.06215821	-0.0358448	
1.6722	-0.06215354	-0.03586657	
1.6724	-0.06214888	-0.03588821	
1.6726	-0.06214422	-0.03590973	
1.6728	-0.06213958	-0.03593114	
1.673	-0.06213494	-0.03595242	
1.6732	-0.06213032	-0.03597358	
1.6734	-0.0621257	-0.03599463	
1.6736	-0.06212109	-0.03601556	
1.6738	-0.06211649	-0.03603637	
1.674	-0.0621119	-0.03605706	
1.6742	-0.06210731	-0.03607764	
1.6744	-0.06210274	-0.0360981	
1.6746	-0.06209817	-0.03611845	
1.6748	-0.06209361	-0.03613868	
1.675	-0.06208906	-0.0361588	
1.6752	-0.06208452	-0.03617881	
1.6754	-0.06207998	-0.0361987	
1.6756	-0.06207546	-0.03621848	
1.6758	-0.06207094	-0.03623815	
1.676	-0.06206644	-0.03625771	
1.6762	-0.06206194	-0.03627716	
1.6764	-0.06205744	-0.0362965	
1.6766	-0.06205296	-0.03631573	
1.6768	-0.06204849	-0.03633485	
1.677	-0.06204402	-0.03635387	
1.6772	-0.06203956	-0.03637278	
1.6774	-0.06203511	-0.03639158	
1.6776	-0.06203067	-0.03641027	
1.6778	-0.06202624	-0.03642886	
1.678	-0.06202181	-0.03644735	
1.6782	-0.0620174	-0.03646573	
1.6784	-0.06201299	-0.036484	
1.6786	-0.06200859	-0.03650218	
1.6788	-0.06200419	-0.03652025	
1.679	-0.06199981	-0.03653821	
1.6792	-0.06199544	-0.03655608	
1.6794	-0.06199107	-0.03657385	
