Time	LH_Ext_HC	LH_FLX_HC	
2.2966	-0.03985236	-0.06034406	
2.2968	-0.03985297	-0.06034305	
2.297	-0.03985358	-0.06034204	
2.2972	-0.03985419	-0.06034104	
2.2974	-0.03985479	-0.06034004	
2.2976	-0.03985539	-0.06033904	
2.2978	-0.03985599	-0.06033804	
2.298	-0.03985659	-0.06033704	
2.2982	-0.03985718	-0.06033605	
2.2984	-0.03985777	-0.06033505	
2.2986	-0.03985836	-0.06033407	
2.2988	-0.03985895	-0.06033308	
2.299	-0.03985953	-0.06033209	
2.2992	-0.03986011	-0.06033111	
2.2994	-0.03986069	-0.06033013	
2.2996	-0.03986127	-0.06032915	
2.2998	-0.03986184	-0.06032817	
2.3	-0.03986241	-0.0603272	
2.3002	-0.03986298	-0.06032623	
2.3004	-0.03986355	-0.06032526	
2.3006	-0.03986412	-0.06032429	
2.3008	-0.03986468	-0.06032332	
2.301	-0.03986524	-0.06032236	
2.3012	-0.03986579	-0.0603214	
2.3014	-0.03986635	-0.06032044	
2.3016	-0.0398669	-0.06031948	
2.3018	-0.03986745	-0.06031853	
2.302	-0.039868	-0.06031758	
2.3022	-0.03986854	-0.06031663	
2.3024	-0.03986909	-0.06031568	
2.3026	-0.03986963	-0.06031473	
2.3028	-0.03987017	-0.06031378	
2.303	-0.03987071	-0.06031284	
2.3032	-0.03987124	-0.0603119	
2.3034	-0.03987177	-0.06031096	
2.3036	-0.0398723	-0.06031003	
2.3038	-0.03987283	-0.06030909	
2.304	-0.03987336	-0.06030816	
2.3042	-0.03987388	-0.06030723	
2.3044	-0.0398744	-0.0603063	
2.3046	-0.03987492	-0.06030538	
2.3048	-0.03987544	-0.06030446	
2.305	-0.03987595	-0.06030354	
2.3052	-0.03987646	-0.06030262	
2.3054	-0.03987698	-0.0603017	
2.3056	-0.03987749	-0.06030078	
2.3058	-0.03987799	-0.06029987	
2.306	-0.0398785	-0.06029896	
2.3062	-0.039879	-0.06029805	
2.3064	-0.0398795	-0.06029714	
2.3066	-0.03988	-0.06029623	
2.3068	-0.03988049	-0.06029533	
2.307	-0.03988099	-0.06029443	
2.3072	-0.03988148	-0.06029353	
2.3074	-0.03988197	-0.06029263	
2.3076	-0.03988246	-0.06029174	
2.3078	-0.03988294	-0.06029084	
2.308	-0.03988342	-0.06028995	
2.3082	-0.0398839	-0.06028906	
2.3084	-0.03988438	-0.06028818	
2.3086	-0.03988486	-0.06028729	
2.3088	-0.03988534	-0.06028641	
2.309	-0.03988581	-0.06028553	
2.3092	-0.03988628	-0.06028465	
2.3094	-0.03988675	-0.06028377	
2.3096	-0.03988722	-0.06028289	
2.3098	-0.03988769	-0.06028202	
2.31	-0.03988815	-0.06028115	
2.3102	-0.03988861	-0.06028028	
2.3104	-0.03988907	-0.06027941	
2.3106	-0.03988953	-0.06027855	
2.3108	-0.03988999	-0.06027768	
2.311	-0.03989044	-0.06027682	
2.3112	-0.03989089	-0.06027596	
2.3114	-0.03989134	-0.0602751	
2.3116	-0.03989179	-0.06027424	
2.3118	-0.03989224	-0.06027339	
2.312	-0.03989268	-0.06027254	
2.3122	-0.03989313	-0.06027169	
2.3124	-0.03989357	-0.06027084	
2.3126	-0.03989401	-0.06026999	
2.3128	-0.03989444	-0.06026915	
2.313	-0.03989488	-0.06026831	
2.3132	-0.03989531	-0.06026746	
2.3134	-0.03989575	-0.06026663	
2.3136	-0.03989618	-0.06026579	
2.3138	-0.0398966	-0.06026495	
2.314	-0.03989703	-0.06026412	
2.3142	-0.03989746	-0.06026329	
2.3144	-0.03989788	-0.06026246	
2.3146	-0.0398983	-0.06026163	
2.3148	-0.03989872	-0.0602608	
2.315	-0.03989914	-0.06025998	
2.3152	-0.03989955	-0.06025916	
2.3154	-0.03989997	-0.06025833	
2.3156	-0.03990038	-0.06025752	
2.3158	-0.03990079	-0.0602567	
2.316	-0.0399012	-0.06025589	
2.3162	-0.03990161	-0.06025507	
2.3164	-0.03990202	-0.06025426	
2.3166	-0.03990242	-0.06025345	
2.3168	-0.03990282	-0.06025264	
2.317	-0.03990322	-0.06025184	
2.3172	-0.03990362	-0.06025103	
2.3174	-0.03990402	-0.06025023	
2.3176	-0.03990442	-0.06024943	
2.3178	-0.03990481	-0.06024863	
2.318	-0.0399052	-0.06024783	
2.3182	-0.03990559	-0.06024704	
2.3184	-0.03990598	-0.06024624	
2.3186	-0.03990637	-0.06024545	
2.3188	-0.03990676	-0.06024466	
2.319	-0.03990714	-0.06024387	
2.3192	-0.03990753	-0.06024309	
2.3194	-0.03990791	-0.0602423	
2.3196	-0.03990829	-0.06024152	
2.3198	-0.03990866	-0.06024074	
2.32	-0.03990904	-0.06023996	
2.3202	-0.03990941	-0.06023918	
2.3204	-0.03990979	-0.06023841	
2.3206	-0.03991016	-0.06023763	
2.3208	-0.03991053	-0.06023686	
2.321	-0.0399109	-0.06023609	
2.3212	-0.03991127	-0.06023532	
2.3214	-0.03991164	-0.06023455	
2.3216	-0.039912	-0.06023379	
2.3218	-0.03991236	-0.06023302	
2.322	-0.03991272	-0.06023226	
2.3222	-0.03991308	-0.0602315	
2.3224	-0.03991344	-0.06023074	
2.3226	-0.0399138	-0.06022998	
2.3228	-0.03991415	-0.06022923	
2.323	-0.03991451	-0.06022847	
2.3232	-0.03991486	-0.06022772	
2.3234	-0.03991521	-0.06022697	
2.3236	-0.03991556	-0.06022622	
2.3238	-0.03991591	-0.06022548	
2.324	-0.03991625	-0.06022473	
2.3242	-0.0399166	-0.06022399	
2.3244	-0.03991694	-0.06022325	
2.3246	-0.03991729	-0.06022251	
2.3248	-0.03991763	-0.06022177	
2.325	-0.03991796	-0.06022103	
2.3252	-0.0399183	-0.0602203	
2.3254	-0.03991864	-0.06021956	
2.3256	-0.03991897	-0.06021883	
2.3258	-0.03991931	-0.0602181	
2.326	-0.03991964	-0.06021737	
2.3262	-0.03991997	-0.06021664	
2.3264	-0.0399203	-0.06021592	
2.3266	-0.03992063	-0.06021519	
2.3268	-0.03992096	-0.06021447	
2.327	-0.03992128	-0.06021375	
2.3272	-0.03992161	-0.06021303	
2.3274	-0.03992193	-0.06021232	
2.3276	-0.03992225	-0.0602116	
2.3278	-0.03992257	-0.06021089	
2.328	-0.03992289	-0.06021018	
2.3282	-0.03992321	-0.06020946	
2.3284	-0.03992353	-0.06020875	
2.3286	-0.03992384	-0.06020804	
2.3288	-0.03992416	-0.06020734	
2.329	-0.03992447	-0.06020664	
2.3292	-0.03992478	-0.06020593	
2.3294	-0.03992509	-0.06020523	
2.3296	-0.0399254	-0.06020453	
2.3298	-0.03992571	-0.06020384	
2.33	-0.03992601	-0.06020314	
2.3302	-0.03992632	-0.06020244	
2.3304	-0.03992662	-0.06020175	
2.3306	-0.03992692	-0.06020106	
2.3308	-0.03992722	-0.06020037	
2.331	-0.03992752	-0.06019968	
2.3312	-0.03992782	-0.06019899	
2.3314	-0.03992812	-0.0601983	
2.3316	-0.03992841	-0.06019762	
2.3318	-0.03992871	-0.06019694	
2.332	-0.039929	-0.06019626	
2.3322	-0.03992929	-0.06019558	
2.3324	-0.03992959	-0.0601949	
2.3326	-0.03992987	-0.06019422	
2.3328	-0.03993016	-0.06019355	
2.333	-0.03993045	-0.06019288	
2.3332	-0.03993074	-0.0601922	
2.3334	-0.03993103	-0.06019153	
2.3336	-0.03993131	-0.06019086	
2.3338	-0.03993159	-0.0601902	
2.334	-0.03993187	-0.06018953	
2.3342	-0.03993215	-0.06018887	
2.3344	-0.03993243	-0.0601882	
2.3346	-0.03993271	-0.06018754	
2.3348	-0.03993299	-0.06018688	
2.335	-0.03993326	-0.06018622	
2.3352	-0.03993354	-0.06018557	
2.3354	-0.03993381	-0.06018491	
2.3356	-0.03993408	-0.06018426	
2.3358	-0.03993436	-0.0601836	
2.336	-0.03993463	-0.06018295	
2.3362	-0.0399349	-0.0601823	
2.3364	-0.03993516	-0.06018165	
2.3366	-0.03993543	-0.06018101	
2.3368	-0.0399357	-0.06018036	
2.337	-0.03993596	-0.06017972	
2.3372	-0.03993623	-0.06017908	
2.3374	-0.03993649	-0.06017844	
2.3376	-0.03993675	-0.0601778	
2.3378	-0.03993701	-0.06017716	
2.338	-0.03993727	-0.06017652	
2.3382	-0.03993753	-0.06017589	
2.3384	-0.03993779	-0.06017525	
2.3386	-0.03993804	-0.06017462	
2.3388	-0.0399383	-0.06017399	
2.339	-0.03993855	-0.06017336	
2.3392	-0.0399388	-0.06017273	
2.3394	-0.03993906	-0.06017211	
2.3396	-0.03993931	-0.06017148	
2.3398	-0.03993956	-0.06017086	
2.34	-0.03993981	-0.06017024	
2.3402	-0.03994005	-0.06016961	
2.3404	-0.0399403	-0.060169	
2.3406	-0.03994055	-0.06016838	
2.3408	-0.03994079	-0.06016776	
2.341	-0.03994104	-0.06016714	
2.3412	-0.03994128	-0.06016653	
2.3414	-0.03994152	-0.06016592	
2.3416	-0.03994176	-0.06016531	
2.3418	-0.039942	-0.0601647	
2.342	-0.03994224	-0.06016409	
2.3422	-0.03994248	-0.06016348	
2.3424	-0.03994271	-0.06016288	
2.3426	-0.03994295	-0.06016227	
2.3428	-0.03994318	-0.06016167	
2.343	-0.03994342	-0.06016107	
2.3432	-0.03994365	-0.06016047	
2.3434	-0.03994388	-0.06015987	
2.3436	-0.03994411	-0.06015927	
2.3438	-0.03994434	-0.06015868	
2.344	-0.03994457	-0.06015808	
2.3442	-0.0399448	-0.06015749	
2.3444	-0.03994503	-0.0601569	
2.3446	-0.03994525	-0.0601563	
2.3448	-0.03994548	-0.06015572	
2.345	-0.0399457	-0.06015513	
2.3452	-0.03994593	-0.06015454	
2.3454	-0.03994615	-0.06015396	
2.3456	-0.03994637	-0.06015337	
2.3458	-0.03994659	-0.06015279	
2.346	-0.03994681	-0.06015221	
2.3462	-0.03994703	-0.06015163	
2.3464	-0.03994725	-0.06015105	
2.3466	-0.03994747	-0.06015047	
2.3468	-0.03994768	-0.06014989	
2.347	-0.0399479	-0.06014932	
2.3472	-0.03994811	-0.06014875	
2.3474	-0.03994833	-0.06014818	
2.3476	-0.03994854	-0.0601476	
2.3478	-0.03994875	-0.06014703	
2.348	-0.03994896	-0.06014647	
2.3482	-0.03994917	-0.0601459	
2.3484	-0.03994938	-0.06014533	
2.3486	-0.03994959	-0.06014477	
2.3488	-0.0399498	-0.0601442	
2.349	-0.03995	-0.06014364	
2.3492	-0.03995021	-0.06014308	
2.3494	-0.03995042	-0.06014252	
2.3496	-0.03995062	-0.06014196	
2.3498	-0.03995082	-0.06014141	
2.35	-0.03995102	-0.06014085	
2.3502	-0.03995122	-0.0601403	
2.3504	-0.03995143	-0.06013974	
2.3506	-0.03995163	-0.06013919	
2.3508	-0.03995182	-0.06013864	
2.351	-0.03995202	-0.06013809	
2.3512	-0.03995222	-0.06013754	
2.3514	-0.03995242	-0.060137	
2.3516	-0.03995261	-0.06013645	
2.3518	-0.03995281	-0.0601359	
2.352	-0.039953	-0.06013536	
2.3522	-0.0399532	-0.06013482	
2.3524	-0.03995339	-0.06013428	
2.3526	-0.03995358	-0.06013374	
2.3528	-0.03995377	-0.0601332	
2.353	-0.03995396	-0.06013266	
2.3532	-0.03995415	-0.06013213	
2.3534	-0.03995434	-0.06013159	
2.3536	-0.03995453	-0.06013106	
2.3538	-0.03995471	-0.06013053	
2.354	-0.0399549	-0.06013	
2.3542	-0.03995509	-0.06012947	
2.3544	-0.03995527	-0.06012894	
2.3546	-0.03995546	-0.06012841	
2.3548	-0.03995564	-0.06012788	
2.355	-0.03995582	-0.06012736	
2.3552	-0.039956	-0.06012684	
2.3554	-0.03995619	-0.06012632	
2.3556	-0.03995636	-0.06012579	
2.3558	-0.03995655	-0.06012527	
2.356	-0.03995673	-0.06012475	
2.3562	-0.0399569	-0.06012424	
2.3564	-0.03995708	-0.06012372	
2.3566	-0.03995726	-0.0601232	
2.3568	-0.03995743	-0.06012269	
2.357	-0.03995761	-0.06012218	
2.3572	-0.03995778	-0.06012166	
2.3574	-0.03995796	-0.06012115	
2.3576	-0.03995813	-0.06012064	
2.3578	-0.0399583	-0.06012014	
2.358	-0.03995847	-0.06011963	
2.3582	-0.03995864	-0.06011912	
2.3584	-0.03995882	-0.06011862	
2.3586	-0.03995898	-0.06011811	
2.3588	-0.03995915	-0.06011761	
2.359	-0.03995932	-0.06011711	
2.3592	-0.03995949	-0.0601166	
2.3594	-0.03995965	-0.0601161	
2.3596	-0.03995982	-0.06011561	
2.3598	-0.03995999	-0.06011511	
2.36	-0.03996015	-0.06011461	
2.3602	-0.03996032	-0.06011412	
2.3604	-0.03996048	-0.06011363	
2.3606	-0.03996064	-0.06011313	
2.3608	-0.03996081	-0.06011264	
2.361	-0.03996097	-0.06011215	
2.3612	-0.03996113	-0.06011166	
2.3614	-0.03996129	-0.06011117	
2.3616	-0.03996145	-0.06011069	
2.3618	-0.03996161	-0.0601102	
2.362	-0.03996176	-0.06010972	
2.3622	-0.03996192	-0.06010923	
2.3624	-0.03996208	-0.06010875	
2.3626	-0.03996223	-0.06010827	
2.3628	-0.03996239	-0.06010779	
2.363	-0.03996255	-0.06010731	
2.3632	-0.0399627	-0.06010683	
2.3634	-0.03996285	-0.06010635	
2.3636	-0.039963	-0.06010588	
2.3638	-0.03996316	-0.0601054	
2.364	-0.03996331	-0.06010493	
2.3642	-0.03996346	-0.06010446	
2.3644	-0.03996361	-0.06010398	
2.3646	-0.03996376	-0.06010351	
2.3648	-0.03996391	-0.06010304	
2.365	-0.03996406	-0.06010257	
2.3652	-0.03996421	-0.06010211	
2.3654	-0.03996435	-0.06010164	
2.3656	-0.0399645	-0.06010117	
2.3658	-0.03996465	-0.06010071	
2.366	-0.03996479	-0.06010025	
2.3662	-0.03996494	-0.06009978	
2.3664	-0.03996508	-0.06009932	
2.3666	-0.03996522	-0.06009886	
2.3668	-0.03996537	-0.0600984	
2.367	-0.03996551	-0.06009794	
2.3672	-0.03996565	-0.06009749	
2.3674	-0.03996579	-0.06009703	
2.3676	-0.03996594	-0.06009658	
2.3678	-0.03996608	-0.06009612	
2.368	-0.03996621	-0.06009567	
2.3682	-0.03996636	-0.06009522	
2.3684	-0.03996649	-0.06009477	
2.3686	-0.03996663	-0.06009432	
2.3688	-0.03996677	-0.06009387	
2.369	-0.0399669	-0.06009342	
2.3692	-0.03996704	-0.06009297	
2.3694	-0.03996718	-0.06009253	
2.3696	-0.03996731	-0.06009208	
2.3698	-0.03996745	-0.06009164	
2.37	-0.03996758	-0.0600912	
2.3702	-0.03996772	-0.06009076	
2.3704	-0.03996785	-0.06009031	
2.3706	-0.03996798	-0.06008988	
2.3708	-0.03996811	-0.06008944	
2.371	-0.03996824	-0.060089	
2.3712	-0.03996838	-0.06008856	
2.3714	-0.03996851	-0.06008813	
2.3716	-0.03996864	-0.06008769	
2.3718	-0.03996876	-0.06008726	
2.372	-0.03996889	-0.06008683	
2.3722	-0.03996902	-0.0600864	
2.3724	-0.03996915	-0.06008596	
2.3726	-0.03996928	-0.06008554	
2.3728	-0.0399694	-0.06008511	
2.373	-0.03996953	-0.06008468	
2.3732	-0.03996965	-0.06008425	
2.3734	-0.03996978	-0.06008383	
2.3736	-0.0399699	-0.0600834	
2.3738	-0.03997003	-0.06008298	
2.374	-0.03997015	-0.06008255	
2.3742	-0.03997028	-0.06008213	
2.3744	-0.03997039	-0.06008171	
2.3746	-0.03997052	-0.06008129	
2.3748	-0.03997064	-0.06008087	
2.375	-0.03997076	-0.06008045	
2.3752	-0.03997088	-0.06008004	
2.3754	-0.039971	-0.06007962	
2.3756	-0.03997112	-0.06007921	
2.3758	-0.03997124	-0.06007879	
2.376	-0.03997136	-0.06007838	
2.3762	-0.03997147	-0.06007797	
2.3764	-0.03997159	-0.06007755	
2.3766	-0.03997171	-0.06007714	
2.3768	-0.03997183	-0.06007673	
2.377	-0.03997194	-0.06007633	
2.3772	-0.03997206	-0.06007592	
2.3774	-0.03997217	-0.06007551	
2.3776	-0.03997229	-0.0600751	
2.3778	-0.0399724	-0.0600747	
2.378	-0.03997252	-0.0600743	
2.3782	-0.03997263	-0.06007389	
2.3784	-0.03997274	-0.06007349	
2.3786	-0.03997286	-0.06007309	
2.3788	-0.03997297	-0.06007269	
2.379	-0.03997308	-0.06007229	
2.3792	-0.03997319	-0.06007189	
2.3794	-0.0399733	-0.06007149	
2.3796	-0.03997341	-0.0600711	
2.3798	-0.03997352	-0.0600707	
2.38	-0.03997363	-0.06007031	
2.3802	-0.03997374	-0.06006991	
2.3804	-0.03997385	-0.06006952	
2.3806	-0.03997396	-0.06006913	
2.3808	-0.03997406	-0.06006873	
2.381	-0.03997417	-0.06006834	
2.3812	-0.03997428	-0.06006796	
2.3814	-0.03997438	-0.06006756	
2.3816	-0.03997449	-0.06006718	
2.3818	-0.03997459	-0.06006679	
2.382	-0.0399747	-0.06006641	
2.3822	-0.0399748	-0.06006602	
2.3824	-0.03997491	-0.06006563	
2.3826	-0.03997501	-0.06006525	
2.3828	-0.03997511	-0.06006487	
2.383	-0.03997521	-0.06006449	
2.3832	-0.03997532	-0.06006411	
2.3834	-0.03997542	-0.06006373	
2.3836	-0.03997552	-0.06006335	
2.3838	-0.03997562	-0.06006297	
2.384	-0.03997572	-0.06006259	
2.3842	-0.03997582	-0.06006222	
2.3844	-0.03997592	-0.06006184	
2.3846	-0.03997602	-0.06006147	
2.3848	-0.03997612	-0.06006109	
2.385	-0.03997622	-0.06006072	
2.3852	-0.03997632	-0.06006035	
2.3854	-0.03997641	-0.06005998	
2.3856	-0.03997651	-0.06005961	
2.3858	-0.03997661	-0.06005924	
2.386	-0.0399767	-0.06005887	
2.3862	-0.0399768	-0.0600585	
2.3864	-0.0399769	-0.06005813	
2.3866	-0.03997699	-0.06005777	
2.3868	-0.03997709	-0.0600574	
2.387	-0.03997718	-0.06005704	
2.3872	-0.03997727	-0.06005667	
2.3874	-0.03997737	-0.06005631	
2.3876	-0.03997746	-0.06005595	
2.3878	-0.03997756	-0.06005559	
2.388	-0.03997765	-0.06005523	
2.3882	-0.03997774	-0.06005487	
2.3884	-0.03997783	-0.06005451	
2.3886	-0.03997792	-0.06005415	
2.3888	-0.03997802	-0.06005379	
2.389	-0.03997811	-0.06005344	
2.3892	-0.0399782	-0.06005308	
2.3894	-0.03997829	-0.06005273	
2.3896	-0.03997838	-0.06005237	
2.3898	-0.03997847	-0.06005202	
2.39	-0.03997856	-0.06005167	
2.3902	-0.03997864	-0.06005131	
2.3904	-0.03997873	-0.06005096	
2.3906	-0.03997882	-0.06005061	
2.3908	-0.03997891	-0.06005027	
2.391	-0.039979	-0.06004992	
2.3912	-0.03997908	-0.06004957	
2.3914	-0.03997917	-0.06004922	
2.3916	-0.03997925	-0.06004888	
2.3918	-0.03997934	-0.06004854	
2.392	-0.03997942	-0.06004819	
2.3922	-0.03997951	-0.06004785	
2.3924	-0.0399796	-0.0600475	
2.3926	-0.03997968	-0.06004716	
2.3928	-0.03997976	-0.06004682	
2.393	-0.03997985	-0.06004648	
2.3932	-0.03997993	-0.06004614	
2.3934	-0.03998001	-0.0600458	
2.3936	-0.03998009	-0.06004546	
2.3938	-0.03998018	-0.06004513	
2.394	-0.03998026	-0.06004479	
2.3942	-0.03998034	-0.06004445	
2.3944	-0.03998042	-0.06004412	
2.3946	-0.0399805	-0.06004379	
2.3948	-0.03998058	-0.06004345	
2.395	-0.03998066	-0.06004312	
2.3952	-0.03998074	-0.06004279	
2.3954	-0.03998082	-0.06004246	
2.3956	-0.0399809	-0.06004212	
2.3958	-0.03998098	-0.0600418	
2.396	-0.03998106	-0.06004147	
2.3962	-0.03998114	-0.06004114	
2.3964	-0.03998122	-0.06004081	
2.3966	-0.03998129	-0.06004049	
2.3968	-0.03998137	-0.06004016	
2.397	-0.03998145	-0.06003983	
2.3972	-0.03998153	-0.06003951	
2.3974	-0.0399816	-0.06003919	
2.3976	-0.03998168	-0.06003886	
2.3978	-0.03998175	-0.06003854	
2.398	-0.03998183	-0.06003822	
2.3982	-0.03998191	-0.0600379	
2.3984	-0.03998198	-0.06003758	
2.3986	-0.03998205	-0.06003726	
2.3988	-0.03998213	-0.06003694	
2.399	-0.0399822	-0.06003663	
2.3992	-0.03998227	-0.06003631	
2.3994	-0.03998235	-0.06003599	
2.3996	-0.03998242	-0.06003568	
2.3998	-0.03998249	-0.06003536	
2.4	-0.03998256	-0.06003505	
2.4002	-0.03998264	-0.06003473	
2.4004	-0.03998271	-0.06003442	
2.4006	-0.03998278	-0.06003411	
2.4008	-0.03998285	-0.0600338	
2.401	-0.03998292	-0.06003349	
2.4012	-0.03998299	-0.06003318	
2.4014	-0.03998306	-0.06003287	
2.4016	-0.03998313	-0.06003256	
2.4018	-0.03998321	-0.06003225	
2.402	-0.03998328	-0.06003195	
2.4022	-0.03998334	-0.06003164	
2.4024	-0.03998341	-0.06003133	
2.4026	-0.03998348	-0.06003103	
2.4028	-0.03998355	-0.06003072	
2.403	-0.03998362	-0.06003042	
2.4032	-0.03998369	-0.06003012	
2.4034	-0.03998375	-0.06002982	
2.4036	-0.03998382	-0.06002951	
2.4038	-0.03998389	-0.06002922	
2.404	-0.03998395	-0.06002891	
2.4042	-0.03998402	-0.06002862	
2.4044	-0.03998409	-0.06002832	
2.4046	-0.03998415	-0.06002802	
2.4048	-0.03998422	-0.06002772	
2.405	-0.03998428	-0.06002742	
2.4052	-0.03998435	-0.06002713	
2.4054	-0.03998441	-0.06002683	
2.4056	-0.03998448	-0.06002654	
2.4058	-0.03998454	-0.06002625	
2.406	-0.03998461	-0.06002595	
2.4062	-0.03998467	-0.06002566	
2.4064	-0.03998473	-0.06002537	
2.4066	-0.0399848	-0.06002508	
2.4068	-0.03998486	-0.06002479	
2.407	-0.03998492	-0.0600245	
2.4072	-0.03998499	-0.06002421	
2.4074	-0.03998505	-0.06002392	
2.4076	-0.03998511	-0.06002363	
2.4078	-0.03998517	-0.06002335	
2.408	-0.03998523	-0.06002306	
2.4082	-0.0399853	-0.06002277	
2.4084	-0.03998535	-0.06002248	
2.4086	-0.03998541	-0.0600222	
2.4088	-0.03998548	-0.06002192	
2.409	-0.03998554	-0.06002164	
2.4092	-0.0399856	-0.06002135	
2.4094	-0.03998566	-0.06002107	
2.4096	-0.03998572	-0.06002079	
2.4098	-0.03998578	-0.06002051	
2.41	-0.03998584	-0.06002023	
2.4102	-0.03998589	-0.06001995	
2.4104	-0.03998595	-0.06001967	
2.4106	-0.03998601	-0.06001939	
2.4108	-0.03998607	-0.06001911	
2.411	-0.03998613	-0.06001884	
2.4112	-0.03998618	-0.06001856	
2.4114	-0.03998624	-0.06001829	
2.4116	-0.0399863	-0.06001801	
2.4118	-0.03998635	-0.06001774	
2.412	-0.03998641	-0.06001746	
2.4122	-0.03998647	-0.06001719	
2.4124	-0.03998652	-0.06001692	
2.4126	-0.03998658	-0.06001665	
2.4128	-0.03998664	-0.06001638	
2.413	-0.03998669	-0.0600161	
2.4132	-0.03998674	-0.06001583	
2.4134	-0.0399868	-0.06001557	
2.4136	-0.03998686	-0.06001529	
2.4138	-0.03998691	-0.06001503	
2.414	-0.03998696	-0.06001476	
2.4142	-0.03998702	-0.06001449	
2.4144	-0.03998707	-0.06001423	
2.4146	-0.03998712	-0.06001396	
2.4148	-0.03998718	-0.0600137	
2.415	-0.03998723	-0.06001343	
2.4152	-0.03998728	-0.06001317	
2.4154	-0.03998734	-0.06001291	
2.4156	-0.03998739	-0.06001264	
2.4158	-0.03998744	-0.06001238	
2.416	-0.0399875	-0.06001212	
2.4162	-0.03998755	-0.06001186	
2.4164	-0.0399876	-0.0600116	
2.4166	-0.03998765	-0.06001134	
2.4168	-0.0399877	-0.06001108	
2.417	-0.03998775	-0.06001082	
2.4172	-0.03998781	-0.06001056	
2.4174	-0.03998785	-0.06001031	
2.4176	-0.03998791	-0.06001005	
2.4178	-0.03998796	-0.0600098	
2.418	-0.03998801	-0.06000954	
2.4182	-0.03998806	-0.06000929	
2.4184	-0.0399881	-0.06000903	
2.4186	-0.03998816	-0.06000878	
2.4188	-0.0399882	-0.06000852	
2.419	-0.03998825	-0.06000827	
2.4192	-0.0399883	-0.06000802	
2.4194	-0.03998835	-0.06000777	
2.4196	-0.0399884	-0.06000752	
2.4198	-0.03998845	-0.06000727	
2.42	-0.0399885	-0.06000702	
2.4202	-0.03998854	-0.06000677	
2.4204	-0.03998859	-0.06000652	
2.4206	-0.03998864	-0.06000627	
2.4208	-0.03998869	-0.06000603	
2.421	-0.03998873	-0.06000578	
2.4212	-0.03998878	-0.06000553	
2.4214	-0.03998883	-0.06000528	
2.4216	-0.03998887	-0.06000504	
2.4218	-0.03998892	-0.0600048	
2.422	-0.03998896	-0.06000455	
2.4222	-0.03998901	-0.06000431	
2.4224	-0.03998906	-0.06000407	
2.4226	-0.0399891	-0.06000382	
2.4228	-0.03998915	-0.06000358	
2.423	-0.03998919	-0.06000334	
2.4232	-0.03998924	-0.0600031	
2.4234	-0.03998929	-0.06000286	
2.4236	-0.03998933	-0.06000262	
2.4238	-0.03998937	-0.06000238	
2.424	-0.03998942	-0.06000214	
2.4242	-0.03998946	-0.06000191	
2.4244	-0.0399895	-0.06000167	
2.4246	-0.03998955	-0.06000143	
2.4248	-0.03998959	-0.0600012	
2.425	-0.03998964	-0.06000096	
2.4252	-0.03998968	-0.06000073	
2.4254	-0.03998972	-0.06000049	
2.4256	-0.03998977	-0.06000026	
2.4258	-0.03998981	-0.06000002	
2.426	-0.03998985	-0.05999979	
2.4262	-0.0399899	-0.05999956	
2.4264	-0.03998997	-0.05999933	
2.4266	-0.03999004	-0.0599991	
2.4268	-0.03999012	-0.05999887	
2.427	-0.03999022	-0.05999864	
2.4272	-0.03999032	-0.0599984	
2.4274	-0.03999043	-0.05999818	
2.4276	-0.03999056	-0.05999795	
2.4278	-0.03999069	-0.05999772	
2.428	-0.03999082	-0.05999749	
2.4282	-0.03999097	-0.05999726	
2.4284	-0.03999113	-0.05999704	
2.4286	-0.03999129	-0.05999681	
2.4288	-0.03999146	-0.05999659	
2.429	-0.03999165	-0.05999636	
2.4292	-0.03999183	-0.05999614	
2.4294	-0.03999203	-0.05999591	
2.4296	-0.03999223	-0.05999569	
2.4298	-0.03999244	-0.05999546	
2.43	-0.03999266	-0.05999525	
2.4302	-0.03999288	-0.05999502	
2.4304	-0.03999311	-0.0599948	
2.4306	-0.03999335	-0.05999458	
2.4308	-0.03999359	-0.05999436	
2.431	-0.03999384	-0.05999414	
2.4312	-0.03999409	-0.05999392	
2.4314	-0.03999435	-0.0599937	
2.4316	-0.03999462	-0.05999348	
2.4318	-0.03999489	-0.05999326	
2.432	-0.03999517	-0.05999305	
2.4322	-0.03999545	-0.05999283	
2.4324	-0.03999574	-0.05999262	
2.4326	-0.03999604	-0.0599924	
2.4328	-0.03999634	-0.05999218	
2.433	-0.03999664	-0.05999197	
2.4332	-0.03999695	-0.05999175	
2.4334	-0.03999726	-0.05999154	
2.4336	-0.03999758	-0.05999133	
2.4338	-0.0399979	-0.05999111	
2.434	-0.03999823	-0.0599909	
2.4342	-0.03999856	-0.05999069	
2.4344	-0.03999889	-0.05999048	
2.4346	-0.03999923	-0.05999027	
2.4348	-0.03999957	-0.05999006	
2.435	-0.03999992	-0.05998985	
2.4352	-0.04000027	-0.05998964	
2.4354	-0.04000062	-0.05998942	
2.4356	-0.04000098	-0.05998919	
2.4358	-0.04000134	-0.05998895	
2.436	-0.04000171	-0.0599887	
2.4362	-0.04000209	-0.05998845	
2.4364	-0.04000246	-0.05998818	
2.4366	-0.04000285	-0.0599879	
2.4368	-0.04000323	-0.05998762	
2.437	-0.04000363	-0.05998732	
2.4372	-0.04000403	-0.05998702	
2.4374	-0.04000444	-0.0599867	
2.4376	-0.04000486	-0.05998638	
